0;1;8
0;2;7
0;3;1
0;4;10
0;5;5
0;6;4
0;7;4
0;8;4
0;9;9
0;10;2
0;11;4
0;12;6
0;13;9
0;14;6
0;15;10
0;16;9
0;17;1
0;18;1
0;19;10
0;20;10
0;21;10
0;22;10
0;23;3
0;24;9
0;25;7
0;26;2
0;27;2
0;28;2
0;29;10
0;30;1
0;31;2
0;32;8
0;33;8
0;34;6
0;35;1
0;36;10
0;37;9
0;38;8
0;39;6
0;40;1
0;41;8
0;42;5
0;43;3
0;44;1
0;45;6
0;46;3
0;47;6
0;48;4
0;49;1
0;50;9
0;51;5
0;52;4
0;53;1
0;54;4
0;55;9
0;56;9
0;57;2
0;58;8
0;59;3
0;60;7
0;61;3
0;62;9
0;63;4
0;64;3
0;65;10
0;66;6
0;67;5
0;68;9
0;69;2
0;70;4
0;71;1
0;72;8
0;73;9
0;74;7
0;75;7
0;76;10
0;77;8
0;78;1
0;79;10
0;80;5
0;81;9
0;82;7
0;83;3
0;84;10
0;85;10
0;86;6
0;87;7
0;88;2
0;89;2
0;90;7
0;91;8
0;92;10
0;93;6
0;94;6
0;95;6
0;96;7
0;97;5
0;98;8
0;99;2
0;100;3
0;101;4
0;102;1
0;103;4
0;104;6
0;105;7
0;106;4
0;107;9
0;108;8
0;109;8
0;110;2
0;111;8
0;112;10
0;113;4
0;114;10
0;115;8
0;116;6
0;117;9
0;118;2
0;119;4
0;120;9
0;121;2
0;122;3
0;123;10
0;124;4
0;125;8
0;126;3
0;127;4
0;128;6
0;129;2
0;130;4
0;131;9
0;132;3
0;133;9
0;134;3
0;135;4
0;136;4
0;137;8
0;138;7
0;139;8
0;140;7
0;141;9
0;142;1
0;143;4
0;144;3
0;145;5
0;146;6
0;147;7
0;148;1
0;149;6
0;150;1
0;151;7
0;152;6
0;153;1
0;154;2
0;155;5
0;156;7
0;157;10
0;158;7
0;159;7
0;160;7
0;161;7
0;162;5
0;163;4
0;164;4
0;165;1
0;166;9
0;167;9
0;168;10
0;169;9
0;170;4
0;171;2
0;172;8
0;173;1
0;174;3
0;175;7
0;176;10
0;177;7
0;178;10
0;179;2
0;180;2
0;181;9
0;182;8
0;183;8
0;184;3
0;185;3
0;186;3
0;187;7
0;188;6
0;189;6
0;190;9
0;191;10
0;192;9
0;193;4
0;194;7
0;195;3
0;196;6
0;197;2
0;198;3
0;199;3
1;0;8
1;2;10
1;3;10
1;4;3
1;5;7
1;6;6
1;7;4
1;8;5
1;9;3
1;10;1
1;11;5
1;12;1
1;13;7
1;14;5
1;15;2
1;16;3
1;17;4
1;18;2
1;19;1
1;20;10
1;21;3
1;22;6
1;23;2
1;24;9
1;25;10
1;26;10
1;27;3
1;28;5
1;29;4
1;30;9
1;31;8
1;32;8
1;33;2
1;34;5
1;35;4
1;36;3
1;37;1
1;38;6
1;39;10
1;40;10
1;41;6
1;42;4
1;43;1
1;44;10
1;45;7
1;46;4
1;47;10
1;48;6
1;49;4
1;50;6
1;51;6
1;52;8
1;53;7
1;54;10
1;55;9
1;56;7
1;57;10
1;58;7
1;59;10
1;60;5
1;61;5
1;62;4
1;63;1
1;64;8
1;65;2
1;66;4
1;67;2
1;68;5
1;69;5
1;70;7
1;71;6
1;72;3
1;73;7
1;74;4
1;75;9
1;76;6
1;77;10
1;78;1
1;79;3
1;80;8
1;81;2
1;82;4
1;83;5
1;84;4
1;85;5
1;86;7
1;87;5
1;88;5
1;89;10
1;90;8
1;91;2
1;92;6
1;93;7
1;94;5
1;95;4
1;96;6
1;97;7
1;98;9
1;99;9
1;100;10
1;101;2
1;102;3
1;103;9
1;104;8
1;105;2
1;106;10
1;107;2
1;108;6
1;109;1
1;110;8
1;111;3
1;112;1
1;113;4
1;114;10
1;115;3
1;116;6
1;117;1
1;118;3
1;119;10
1;120;10
1;121;8
1;122;5
1;123;6
1;124;9
1;125;1
1;126;4
1;127;3
1;128;6
1;129;6
1;130;9
1;131;10
